BioSampleAccn	AssemblyAccession	Submitter	AssemblyName	AssemblyStatus	SeqReleaseDate	SpeciesName	Taxid	GenbankAccession	RefSeqFtp	GenBankFtp	TotalLength	ContigCount	ScaffoldCount
SAMN19664260	GCF_019676745.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967674v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676745.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/745/GCF_019676745.1_ASM1967674v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/745/GCA_019676745.1_ASM1967674v1	1638634	72
SAMN19664259	GCF_019676735.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967673v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676735.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/735/GCF_019676735.1_ASM1967673v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/735/GCA_019676735.1_ASM1967673v1	1695714	163
SAMN19664263	GCF_019676705.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967670v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676705.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/705/GCF_019676705.1_ASM1967670v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/705/GCA_019676705.1_ASM1967670v1	1598002	40
SAMN19664261	GCF_019676695.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967669v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676695.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/695/GCF_019676695.1_ASM1967669v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/695/GCA_019676695.1_ASM1967669v1	1640079	61
SAMN19664262	GCF_019676675.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967667v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676675.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/675/GCF_019676675.1_ASM1967667v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/675/GCA_019676675.1_ASM1967667v1	1616777	34
SAMN19664265	GCF_019676645.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967664v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676645.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/645/GCF_019676645.1_ASM1967664v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/645/GCA_019676645.1_ASM1967664v1	1569595	50
SAMN19664268	GCF_019676625.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967662v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676625.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/625/GCF_019676625.1_ASM1967662v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/625/GCA_019676625.1_ASM1967662v1	1575273	35
SAMN19664264	GCF_019676595.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967659v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/595/GCF_019676595.1_ASM1967659v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/595/GCA_019676595.1_ASM1967659v1	1621132	120
SAMN19664266	GCF_019676575.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967657v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/575/GCF_019676575.1_ASM1967657v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/575/GCA_019676575.1_ASM1967657v1	1650731	74
SAMN19664267	GCF_019676555.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967655v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/555/GCF_019676555.1_ASM1967655v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/555/GCA_019676555.1_ASM1967655v1	1591715	50
SAMN19664269	GCF_019676515.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967651v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676515.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/515/GCF_019676515.1_ASM1967651v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/515/GCA_019676515.1_ASM1967651v1	1579232	73
SAMN19664272	GCF_019676455.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967645v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/455/GCF_019676455.1_ASM1967645v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/455/GCA_019676455.1_ASM1967645v1	1569821	38
SAMN19664271	GCF_019676465.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967646v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676465.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/465/GCF_019676465.1_ASM1967646v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/465/GCA_019676465.1_ASM1967646v1	1700499	150
SAMN19664273	GCF_019676365.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967636v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676365.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/365/GCF_019676365.1_ASM1967636v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/365/GCA_019676365.1_ASM1967636v1	1564702	43
SAMN19664270	GCF_019676355.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967635v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/355/GCF_019676355.1_ASM1967635v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/355/GCA_019676355.1_ASM1967635v1	1699141	89
SAMN19664274	GCF_019676335.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967633v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/335/GCF_019676335.1_ASM1967633v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/335/GCA_019676335.1_ASM1967633v1	1627960	38
SAMN19664276	GCF_019676265.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967626v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676265.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/265/GCF_019676265.1_ASM1967626v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/265/GCA_019676265.1_ASM1967626v1	1669206	67
SAMN19664275	GCF_019676255.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967625v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/255/GCF_019676255.1_ASM1967625v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/255/GCA_019676255.1_ASM1967625v1	1649174	66
SAMN19664277	GCF_019676205.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967620v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676205.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/205/GCF_019676205.1_ASM1967620v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/205/GCA_019676205.1_ASM1967620v1	1681244	96
SAMN19664278	GCF_019676195.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967619v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676195.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/195/GCF_019676195.1_ASM1967619v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/195/GCA_019676195.1_ASM1967619v1	1562081	40
SAMN19664279	GCF_019676155.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967615v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676155.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/155/GCF_019676155.1_ASM1967615v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/155/GCA_019676155.1_ASM1967615v1	1627704	43
SAMN19664280	GCF_019676095.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967609v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676095.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/095/GCF_019676095.1_ASM1967609v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/095/GCA_019676095.1_ASM1967609v1	1623617	47
SAMN19664282	GCF_019676065.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967606v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676065.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/065/GCF_019676065.1_ASM1967606v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/065/GCA_019676065.1_ASM1967606v1	1560304	35
SAMN19664281	GCF_019676045.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967604v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676045.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/045/GCF_019676045.1_ASM1967604v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/045/GCA_019676045.1_ASM1967604v1	1561471	37
SAMN19664283	GCF_019676035.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967603v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676035.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/035/GCF_019676035.1_ASM1967603v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/035/GCA_019676035.1_ASM1967603v1	1672790	61
SAMN19664285	GCF_019676015.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967601v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019676015.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/676/015/GCF_019676015.1_ASM1967601v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/676/015/GCA_019676015.1_ASM1967601v1	1584492	37
SAMN19664284	GCF_019675985.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967598v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675985.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/985/GCF_019675985.1_ASM1967598v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/985/GCA_019675985.1_ASM1967598v1	1646211	37
SAMN19664286	GCF_019675975.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967597v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675975.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/975/GCF_019675975.1_ASM1967597v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/975/GCA_019675975.1_ASM1967597v1	1679385	175
SAMN19664287	GCF_019675955.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967595v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675955.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/955/GCF_019675955.1_ASM1967595v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/955/GCA_019675955.1_ASM1967595v1	1586008	55
SAMN19664288	GCF_019675935.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967593v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675935.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/935/GCF_019675935.1_ASM1967593v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/935/GCA_019675935.1_ASM1967593v1	1660912	44
SAMN19664289	GCA_019675905.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967590v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675905.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/905/GCA_019675905.1_ASM1967590v1	1717142	490	88
SAMN19664290	GCF_019675895.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967589v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675895.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/895/GCF_019675895.1_ASM1967589v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/895/GCA_019675895.1_ASM1967589v1	1642146	55
SAMN19664291	GCF_019675825.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967582v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675825.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/825/GCF_019675825.1_ASM1967582v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/825/GCA_019675825.1_ASM1967582v1	1615809	46
SAMN19664292	GCF_019675815.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967581v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675815.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/815/GCF_019675815.1_ASM1967581v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/815/GCA_019675815.1_ASM1967581v1	1607800	33
SAMN19664293	GCF_019675795.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967579v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675795.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/795/GCF_019675795.1_ASM1967579v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/795/GCA_019675795.1_ASM1967579v1	1641468	72
SAMN19664294	GCF_019675725.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967572v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675725.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/725/GCF_019675725.1_ASM1967572v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/725/GCA_019675725.1_ASM1967572v1	1628000	53
SAMN19664295	GCF_019675715.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967571v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675715.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/715/GCF_019675715.1_ASM1967571v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/715/GCA_019675715.1_ASM1967571v1	1627768	56
SAMN19664298	GCF_019675635.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967563v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675635.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/635/GCF_019675635.1_ASM1967563v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/635/GCA_019675635.1_ASM1967563v1	1643631	46
SAMN19664296	GCF_019675615.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967561v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675615.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/615/GCF_019675615.1_ASM1967561v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/615/GCA_019675615.1_ASM1967561v1	1708998	245
SAMN19664300	GCF_019675595.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967559v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675595.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/595/GCF_019675595.1_ASM1967559v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/595/GCA_019675595.1_ASM1967559v1	1675340	70
SAMN19664299	GCF_019675575.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967557v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675575.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/575/GCF_019675575.1_ASM1967557v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/575/GCA_019675575.1_ASM1967557v1	1679315	154
SAMN19664301	GCF_019675555.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967555v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675555.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/555/GCF_019675555.1_ASM1967555v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/555/GCA_019675555.1_ASM1967555v1	1726852	62
SAMN19664302	GCF_019675455.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967545v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675455.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/455/GCF_019675455.1_ASM1967545v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/455/GCA_019675455.1_ASM1967545v1	1630682	58
SAMN19664303	GCF_019675405.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967540v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675405.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/405/GCF_019675405.1_ASM1967540v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/405/GCA_019675405.1_ASM1967540v1	1646293	159
SAMN19664305	GCF_019675385.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967538v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675385.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/385/GCF_019675385.1_ASM1967538v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/385/GCA_019675385.1_ASM1967538v1	1613672	54
SAMN19664306	GCF_019675375.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967537v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675375.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/375/GCF_019675375.1_ASM1967537v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/375/GCA_019675375.1_ASM1967537v1	1549609	35
SAMN19664304	GCF_019675355.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967535v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675355.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/355/GCF_019675355.1_ASM1967535v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/355/GCA_019675355.1_ASM1967535v1	1586764	57
SAMN19664308	GCF_019675335.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967533v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675335.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/335/GCF_019675335.1_ASM1967533v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/335/GCA_019675335.1_ASM1967533v1	1642509	48
SAMN19664310	GCF_019675315.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967531v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675315.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/315/GCF_019675315.1_ASM1967531v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/315/GCA_019675315.1_ASM1967531v1	1618613	119
SAMN19664311	GCF_019675295.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967529v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675295.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/295/GCF_019675295.1_ASM1967529v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/295/GCA_019675295.1_ASM1967529v1	1733887	337
SAMN19664312	GCF_019675275.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967527v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675275.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/275/GCF_019675275.1_ASM1967527v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/275/GCA_019675275.1_ASM1967527v1	1574372	51
SAMN19664313	GCF_019675255.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967525v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675255.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/255/GCF_019675255.1_ASM1967525v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/255/GCA_019675255.1_ASM1967525v1	1611027	48
SAMN19664314	GCF_019675235.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967523v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675235.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/235/GCF_019675235.1_ASM1967523v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/235/GCA_019675235.1_ASM1967523v1	1608286	127
SAMN19664315	GCF_019675215.1	National Institute for Communicable Disease Control and Prevention, China CDC	ASM1967521v1	Scaffold	2021/08/18 00:00	Helicobacter pylori	210	GCA_019675215.1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/675/215/GCF_019675215.1_ASM1967521v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/675/215/GCA_019675215.1_ASM1967521v1	1638956	48
