run_accession	sample_accession	sample_alias	study_title	experiment_accession	study_accession	tax_id	scientific_name	base_count	fastq_ftp	fastq_md5
SRR32270681	SAMN46705771	HE0002566-BJ6357	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608011	PRJNA1219970	2104	Mycoplasmoides pneumoniae	7802928600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/081/SRR32270681/SRR32270681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/081/SRR32270681/SRR32270681_2.fastq.gz	8a54bbab8bb349a9357b57ed521f9cbd;7b6f8f31c8c118287668416a1abd650a
SRR32270682	SAMN46705591	A431	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608010	PRJNA1219970	2104	Mycoplasmoides pneumoniae	189485700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/082/SRR32270682/SRR32270682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/082/SRR32270682/SRR32270682_2.fastq.gz	5d013e4810bf47629fbb962119fd755b;35ebd7c04330d63b16807693ddd394fd
SRR32270683	SAMN46705573	A1153	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608009	PRJNA1219970	2104	Mycoplasmoides pneumoniae	565908600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/083/SRR32270683/SRR32270683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/083/SRR32270683/SRR32270683_2.fastq.gz	d005465e31b21ce0bf8cdf1f6fc17c87;6f9b00a6122ca7a35dfac5329dee8807
SRR32270684	SAMN46705770	HE0002565-BJ6309	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608008	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1068799500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/084/SRR32270684/SRR32270684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/084/SRR32270684/SRR32270684_2.fastq.gz	c998bebc55f382662e148b4b238cc7a1;e264e898e2e1766b62bf9107ac0c6b38
SRR32270685	SAMN46705769	HE0002564-BJ6277	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608007	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5218012800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/085/SRR32270685/SRR32270685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/085/SRR32270685/SRR32270685_2.fastq.gz	71cbc16308168d8f09a90a7da85cc18f;a8e7d556aeb0abe91b64b84e368f621a
SRR32270686	SAMN46705768	HE0002563-BJ5321	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608006	PRJNA1219970	2104	Mycoplasmoides pneumoniae	737819700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/086/SRR32270686/SRR32270686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/086/SRR32270686/SRR32270686_2.fastq.gz	85052c0b80fc095b0ee3b74bba040526;ac1010ee59e5f36521091c5d65accd72
SRR32270687	SAMN46705767	HE0002562-BJ5188	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608005	PRJNA1219970	2104	Mycoplasmoides pneumoniae	3823026300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/087/SRR32270687/SRR32270687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/087/SRR32270687/SRR32270687_2.fastq.gz	d81e098e85b1a9b0e973a30736645d9e;dd97023b2299acbe828d24f39bce0f32
SRR32270688	SAMN46705766	HE0002561-BJ5098	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608004	PRJNA1219970	2104	Mycoplasmoides pneumoniae	6493087800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/088/SRR32270688/SRR32270688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/088/SRR32270688/SRR32270688_2.fastq.gz	dad55b43c3f5c0431563c16961bceed7;da28d1bd609cee0e46b1ca81ccc18048
SRR32270689	SAMN46705765	HE0002560-BJ4844	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608003	PRJNA1219970	2104	Mycoplasmoides pneumoniae	931649100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/089/SRR32270689/SRR32270689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/089/SRR32270689/SRR32270689_2.fastq.gz	c420d8ef45a37cd56314e928ee831f78;8a8bd2ace376c100247cd3973eca5ca5
SRR32270690	SAMN46705764	HE0002559-BJ4477	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608002	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1161937800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/090/SRR32270690/SRR32270690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/090/SRR32270690/SRR32270690_2.fastq.gz	3386d25a890bbf63e241641edc7cfcec;6b6ca437c7379d3bc15b3aaa1bd0729a
SRR32270691	SAMN46705763	HE0002558-BJ4336	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608001	PRJNA1219970	2104	Mycoplasmoides pneumoniae	847471800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/091/SRR32270691/SRR32270691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/091/SRR32270691/SRR32270691_2.fastq.gz	d78ac928373d82cd934a6def7013857b;d9c6c3fbc34703bab8205156be987635
SRR32270692	SAMN46705762	HE0002557-BJ4206	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27608000	PRJNA1219970	2104	Mycoplasmoides pneumoniae	6627582000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/092/SRR32270692/SRR32270692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/092/SRR32270692/SRR32270692_2.fastq.gz	1428d965b368e765826254be07466305;96db6b6cdfe552fb312f9c551b127cd4
SRR32270693	SAMN46705761	HE0002556-BJ3073	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607999	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5205047400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/093/SRR32270693/SRR32270693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/093/SRR32270693/SRR32270693_2.fastq.gz	872d6d6b28a08b3a0cb3ee89cebaf144;295419d5fb2846e5d1f6725a52104ed4
SRR32270694	SAMN46705590	A420	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607998	PRJNA1219970	2104	Mycoplasmoides pneumoniae	577651500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/094/SRR32270694/SRR32270694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/094/SRR32270694/SRR32270694_2.fastq.gz	cbcd3d4612f7eb9f40e9d87f41d4bed3;561e0a4fc948c3bda1300c510fa88ae0
SRR32270695	SAMN46705760	HE0002555-BJ2482	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607997	PRJNA1219970	2104	Mycoplasmoides pneumoniae	3379983600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/095/SRR32270695/SRR32270695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/095/SRR32270695/SRR32270695_2.fastq.gz	baf99712ae90247ed388e8ab09da7aba;101352d41a0c545b078c5f3b1bbd2749
SRR32270696	SAMN46705759	HE0002554-BJ2330	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607996	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1875625500	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/096/SRR32270696/SRR32270696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/096/SRR32270696/SRR32270696_2.fastq.gz	3d594c97ed8c7e75b6eef15dcd3547c0;df39e514b0761c9028321ed05781c4c6
SRR32270697	SAMN46705758	HD0031139-BJ2029	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607995	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5817071700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/097/SRR32270697/SRR32270697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/097/SRR32270697/SRR32270697_2.fastq.gz	389c34a480294ae42026d1ab5aea593b;9c3821c66a7a4d2c39a1bbb828e5bbad
SRR32270698	SAMN46705757	HD0031138-BJ1887	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607994	PRJNA1219970	2104	Mycoplasmoides pneumoniae	7375934400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/098/SRR32270698/SRR32270698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/098/SRR32270698/SRR32270698_2.fastq.gz	762566ba142e62dcf8e5b304f798ebb0;831b7336d7acb7490bd4a2bf9980951c
SRR32270699	SAMN46705756	HD0031137-BJ1814	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607993	PRJNA1219970	2104	Mycoplasmoides pneumoniae	7395074700	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/099/SRR32270699/SRR32270699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/099/SRR32270699/SRR32270699_2.fastq.gz	1b030d20c5e727daeb8b774e8aba7f80;45817192d1d43374b32f5e54867a158c
SRR32270700	SAMN46705755	HD0031136-BJ1553	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607992	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5142012000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/000/SRR32270700/SRR32270700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/000/SRR32270700/SRR32270700_2.fastq.gz	1d57e713aca023c4c1572aacb92e444d;fed6c0c67cba28dbce1a565e905eea81
SRR32270701	SAMN46705754	HD0031135-BJ1452	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607991	PRJNA1219970	2104	Mycoplasmoides pneumoniae	951068100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/001/SRR32270701/SRR32270701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/001/SRR32270701/SRR32270701_2.fastq.gz	12a3770849564eed5e9d1be460f44896;8d7fe1987938701b4ee732573f446842
SRR32270702	SAMN46705753	HD0031134-BJ1443	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607990	PRJNA1219970	2104	Mycoplasmoides pneumoniae	947883300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/002/SRR32270702/SRR32270702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/002/SRR32270702/SRR32270702_2.fastq.gz	df2d6ae4ff57e5af13cf1001f172b36c;fc7f2e5923cee542ee7f6dbe778838e0
SRR32270703	SAMN46705752	HD0031133-BJ1341	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607989	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5562783300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/003/SRR32270703/SRR32270703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/003/SRR32270703/SRR32270703_2.fastq.gz	370beb0d4e6d12e836a536a5b47d772c;4cf42fbd68efab22aa20601d29e3e574
SRR32270704	SAMN46705751	HD0031131-BJ1267	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607988	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5191198200	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/004/SRR32270704/SRR32270704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/004/SRR32270704/SRR32270704_2.fastq.gz	8c481f1e9d51f96757fd806ba83223ac;2f6347c09bc3ad0fd39141065c313b1e
SRR32270705	SAMN46705589	A360	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607987	PRJNA1219970	2104	Mycoplasmoides pneumoniae	1200788400	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/005/SRR32270705/SRR32270705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/005/SRR32270705/SRR32270705_2.fastq.gz	adee6c7c9c56865144a322672c9e59b2;8c7d60e05188aae8173da0b8842d1a4a
SRR32270706	SAMN46705750	HD0031130-BJ1209	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607986	PRJNA1219970	2104	Mycoplasmoides pneumoniae	2824362600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR32270706/SRR32270706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/006/SRR32270706/SRR32270706_2.fastq.gz	5af5bb05ac9728a30ab0d42bb0435b28;d159fffe3311d91e9e2b4f35a6b7b070
SRR32270707	SAMN46705749	HD0031129-BJ1056	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607985	PRJNA1219970	2104	Mycoplasmoides pneumoniae	6863120100	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR32270707/SRR32270707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/007/SRR32270707/SRR32270707_2.fastq.gz	bb0a44fd942a3037ed4257833adf8770;98d09a1ad9ab0168ced2bd363482b1a4
SRR32270708	SAMN46705748	HD0031128-BJ942	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607984	PRJNA1219970	2104	Mycoplasmoides pneumoniae	5230054800	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/008/SRR32270708/SRR32270708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/008/SRR32270708/SRR32270708_2.fastq.gz	ac1ce68901464a437320bdb50c5085ba;c9699ed80e21a07ebe4a83afa873a1b9
SRR32270709	SAMN46705747	HD0031127-BJ886	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607983	PRJNA1219970	2104	Mycoplasmoides pneumoniae	6935190600	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/009/SRR32270709/SRR32270709_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/009/SRR32270709/SRR32270709_2.fastq.gz	3c9940983d754abda497a1d641d21b2d;295f80b6cf7908b2400fb66fb07ad7f6
SRR32270710	SAMN46705746	HD0031124-BJ670	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607982	PRJNA1219970	2104	Mycoplasmoides pneumoniae	3123207300	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/010/SRR32270710/SRR32270710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/010/SRR32270710/SRR32270710_2.fastq.gz	7562134948bd7119b698014793cd88ef;179fd367d9f5d7ef14cc838f2a0d080d
SRR32270711	SAMN46705745	HD0031121-BJ537	Mycoplasmoides pneumoniae metagenomic Raw sequence reads	SRX27607981	PRJNA1219970	2104	Mycoplasmoides pneumoniae	104697000	ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/011/SRR32270711/SRR32270711_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR322/011/SRR32270711/SRR32270711_2.fastq.gz	9145a56f9f455b510238a5ab7292bf53;675f31a0ba20945162efcebb93ca1439
